name,N,J,noise,periodic,beta,gamma,mean_degree,r_mean,alpha,Tc,participation_fraction,avg_internal_degree,n_components,largest_component_fraction
SD,2000,1.0,1e-10,False,2.01,6.01,10,0.5201335074140925,1.580014519448206,20.749491968081962,0.01399256299131524,9.28,1,1.0
SD,2000,1.0,1e-10,False,2.21,6.01,10,0.5337243610073564,1.6144066843268112,20.396062728897807,0.02315105856523818,10.89,1,1.0
SD,2000,1.0,1e-10,False,2.21,6.01,10,0.5184543042770655,1.5735671130750504,19.301704468243955,0.023583550019591813,10.82,1,1.0
SD,2000,1.0,1e-10,False,2.21,6.01,10,0.5434841654518655,1.572157344867191,19.31566787230579,0.018018143210530062,10.82,1,1.0
SD,2000,1.0,1e-10,False,2.21,6.01,10,0.5279264705228399,1.573328010762285,19.443278212122713,0.011931191543484201,11.14,1,1.0
SD,2000,1.0,1e-10,False,2.41,6.01,10,0.5078354171508106,1.5514650251692241,17.49965250772786,0.011493106486629965,9.49,1,1.0
SD,2000,1.0,1e-10,False,2.41,6.01,10,0.5321663173092741,1.5799336163263054,21.115078797998976,0.013918435345737721,11.11,1,1.0
SD,2000,1.0,1e-10,False,2.41,6.01,10,0.5153352095887835,1.589246494477223,25.159880536400102,0.015658068864870305,10.89,1,1.0
SD,2000,1.0,1e-10,False,2.41,6.01,10,0.5010789777411501,1.574485255122442,20.756168022063125,0.02001979305047374,12.25,1,1.0
SD,2000,1.0,1e-10,False,2.6100000000000003,6.01,10,0.47409482205267495,1.5787711611292057,21.72688894153904,0.012347007777672461,11.67,1,1.0
SD,2000,1.0,1e-10,False,2.6100000000000003,6.01,10,0.4862513430548911,1.5516993161717425,16.76963945036595,0.01407685415519635,9.7,1,1.0
SD,2000,1.0,1e-10,False,2.6100000000000003,6.01,10,0.48340172225428557,1.5705190195403151,20.340921020374747,0.014055450642174767,10.33,1,1.0
SD,2000,1.0,1e-10,False,2.6100000000000003,6.01,10,0.4923925121440621,1.5702198510805399,19.71398539373691,0.012926776304558246,8.94,1,1.0
